gene_name	gencode_protein_id	gencode_transcript_id	gencode_length	uniprot_id	uniprot_entry_name	uniprot_protein_name	uniprot_length	length_difference	function	subcellular_location	go_bp_count	go_mf_count	keywords_count	domains_count
MBD6	ENSP00000446834.1	ENST00000552659.1	176	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	827	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBD6	ENSP00000450160.1	ENST00000552163.1	190	Q96DN6	MBD6_HUMAN	Methyl-CpG-binding domain protein 6	1003	813	Non-catalytic component of the polycomb repressive deubiquitinase (PR-DUB) complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-120' (H2AK119ub1) (PubMed:24634419). Important for stability of PR-DUB components and stimulating its ubiquitinase activity (PubMed:36180891). As part of the PR-DUB complex, associates with chromatin enriched in histone marks H3K4me1, H3K4me3, and H3K27Ac, but not in H3K27me3 (PubMed:36180891). MBD5 and MBD6 containing ...	Nucleus; Chromosome	0	0	5	1
MBOAT2	ENSP00000302177.3	ENST00000305997.8	520	Q6ZWT7	MBOA2_HUMAN	Membrane-bound glycerophospholipid O-acyltransferase 2	520	0	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophospholipid leading to the production of a phospholipid and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18772128). Catalyzes preferentially the acylation of lysophosphatidylethanolamine (1-acyl-sn-glycero-3-phosphoethanolamine or LPE) and lysophosphatidic acid (LPA) and to a lesser extend lysophosphatidylcholine (LPC) and lysophosphatidyls...	Endoplasmic reticulum membrane	0	0	12	0
MBOAT2	ENSP00000417409.1	ENST00000462696.1	176	Q6ZWT7	MBOA2_HUMAN	Membrane-bound glycerophospholipid O-acyltransferase 2	520	344	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophospholipid leading to the production of a phospholipid and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18772128). Catalyzes preferentially the acylation of lysophosphatidylethanolamine (1-acyl-sn-glycero-3-phosphoethanolamine or LPE) and lysophosphatidic acid (LPA) and to a lesser extend lysophosphatidylcholine (LPC) and lysophosphatidyls...	Endoplasmic reticulum membrane	0	0	12	0
MBOAT7	ENSP00000410503.2	ENST00000431666.6	399	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	73	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000344377.5	ENST00000338624.10	399	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	73	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000245615.1	ENST00000245615.6	472	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	0	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000406794.1	ENST00000449249.5	123	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	349	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000375634.1	ENST00000391754.5	344	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	128	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000472209.1	ENST00000495279.2	181	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	291	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000388250.1	ENST00000414665.5	256	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	216	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MBOAT7	ENSP00000410320.1	ENST00000453320.1	170	Q96N66	MBOA7_HUMAN	Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	472	302	Acyltransferase which catalyzes the transfer of an acyl group from an acyl-CoA to a lysophosphatidylinositol (1-acylglycerophosphatidylinositol or LPI) leading to the production of a phosphatidylinositol (1,2-diacyl-sn-glycero-3-phosphoinositol or PI) and participates in the reacylation step of the phospholipid remodeling pathway also known as the Lands cycle (PubMed:18094042, PubMed:18772128). Prefers arachidonoyl-CoA as the acyl donor, thus contributing to the regulation of free levels arachid...	Endoplasmic reticulum membrane	0	0	17	0
MCL1	ENSP00000502859.1	ENST00000678770.1	350	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1	350	0	Involved in the regulation of apoptosis versus cell survival, and in the maintenance of viability but not of proliferation. Mediates its effects by interactions with a number of other regulators of apoptosis. Isoform 1 inhibits apoptosis. Isoform 2 promotes apoptosis	Membrane; Cytoplasm; Mitochondrion; Nucleus, nucleoplasm	0	0	17	0
MCL1	ENSP00000503149.1	ENST00000678610.1	152	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1	350	198	Involved in the regulation of apoptosis versus cell survival, and in the maintenance of viability but not of proliferation. Mediates its effects by interactions with a number of other regulators of apoptosis. Isoform 1 inhibits apoptosis. Isoform 2 promotes apoptosis	Membrane; Cytoplasm; Mitochondrion; Nucleus, nucleoplasm	0	0	17	0
MCL1	ENSP00000477624.1	ENST00000620947.4	197	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1	350	153	Involved in the regulation of apoptosis versus cell survival, and in the maintenance of viability but not of proliferation. Mediates its effects by interactions with a number of other regulators of apoptosis. Isoform 1 inhibits apoptosis. Isoform 2 promotes apoptosis	Membrane; Cytoplasm; Mitochondrion; Nucleus, nucleoplasm	0	0	17	0
MCL1	ENSP00000358022.2	ENST00000369026.3	350	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1	350	0	Involved in the regulation of apoptosis versus cell survival, and in the maintenance of viability but not of proliferation. Mediates its effects by interactions with a number of other regulators of apoptosis. Isoform 1 inhibits apoptosis. Isoform 2 promotes apoptosis	Membrane; Cytoplasm; Mitochondrion; Nucleus, nucleoplasm	0	0	17	0
MCL1	ENSP00000309973.3	ENST00000307940.3	271	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1	350	79	Involved in the regulation of apoptosis versus cell survival, and in the maintenance of viability but not of proliferation. Mediates its effects by interactions with a number of other regulators of apoptosis. Isoform 1 inhibits apoptosis. Isoform 2 promotes apoptosis	Membrane; Cytoplasm; Mitochondrion; Nucleus, nucleoplasm	0	0	17	0
MCOLN1	ENSP00000264079.5	ENST00000264079.11	580	Q9GZU1	MCLN1_HUMAN	Mucolipin-1	580	0	May contribute to cellular lipase activity within the late endosomal pathway or at the cell surface which may be involved in processes of membrane reshaping and vesiculation, especially the growth of tubular structures. However, it is not known, whether it conveys the enzymatic activity directly, or merely facilitates the activity of an associated phospholipase	Late endosome membrane; Lysosome membrane; Cytoplasmic vesicle membrane; Cell projection, phagocytic cup; Cytoplasmic vesicle, phagosome membrane; Cell membrane	0	0	27	0
MCOLN1	ENSP00000469074.1	ENST00000601003.1	200	Q9GZU1	MCLN1_HUMAN	Mucolipin-1	580	380	May contribute to cellular lipase activity within the late endosomal pathway or at the cell surface which may be involved in processes of membrane reshaping and vesiculation, especially the growth of tubular structures. However, it is not known, whether it conveys the enzymatic activity directly, or merely facilitates the activity of an associated phospholipase	Late endosome membrane; Lysosome membrane; Cytoplasmic vesicle membrane; Cell projection, phagocytic cup; Cytoplasmic vesicle, phagosome membrane; Cell membrane	0	0	27	0
MCOLN1	ENSP00000472176.1	ENST00000599334.1	182	Q9GZU1	MCLN1_HUMAN	Mucolipin-1	580	398	May contribute to cellular lipase activity within the late endosomal pathway or at the cell surface which may be involved in processes of membrane reshaping and vesiculation, especially the growth of tubular structures. However, it is not known, whether it conveys the enzymatic activity directly, or merely facilitates the activity of an associated phospholipase	Late endosome membrane; Lysosome membrane; Cytoplasmic vesicle membrane; Cell projection, phagocytic cup; Cytoplasmic vesicle, phagosome membrane; Cell membrane	0	0	27	0
MCTP1	ENSP00000424126.1	ENST00000515393.6	999	Q6DN14	MCTP1_HUMAN	Multiple C2 and transmembrane domain-containing protein 1	999	0	Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Recycling endosome; Endoplasmic reticulum membrane	0	0	13	3
MCTP1	ENSP00000391639.2	ENST00000429576.6	692	Q6DN14	MCTP1_HUMAN	Multiple C2 and transmembrane domain-containing protein 1	999	307	Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Recycling endosome; Endoplasmic reticulum membrane	0	0	13	3
MCTP1	ENSP00000426417.1	ENST00000505078.5	515	Q6DN14	MCTP1_HUMAN	Multiple C2 and transmembrane domain-containing protein 1	999	484	Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Recycling endosome; Endoplasmic reticulum membrane	0	0	13	3
MCTP1	ENSP00000308957.8	ENST00000312216.12	778	Q6DN14	MCTP1_HUMAN	Multiple C2 and transmembrane domain-containing protein 1	999	221	Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Recycling endosome; Endoplasmic reticulum membrane	0	0	13	3
MCTP1	ENSP00000423410.1	ENST00000508509.5	683	Q6DN14	MCTP1_HUMAN	Multiple C2 and transmembrane domain-containing protein 1	999	316	Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Recycling endosome; Endoplasmic reticulum membrane	0	0	13	3
MCTP1	ENSP00000431075.1	ENST00000512425.5	489	Q6DN14	MCTP1_HUMAN	Multiple C2 and transmembrane domain-containing protein 1	999	510	Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Recycling endosome; Endoplasmic reticulum membrane	0	0	13	3
